,country_pre,behavior,level,survey_response_information_version,value,group
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Nigeria,Nigeria,0,0,0,0,Country Belief
Argentina,Argentina,vaccine,high,1,87,Broad
Argentina,Argentina,vaccine,high,2,86,Broad
Argentina,Argentina,vaccine,high,3,86,Broad
Argentina,Argentina,vaccine,high,4,83,Broad
Argentina,Argentina,vaccine,high,5,82,Broad
Argentina,Argentina,vaccine,high,6,82,Broad
Argentina,Argentina,vaccine,high,7,81,Broad
Argentina,Argentina,vaccine,high,8,81,Broad
Argentina,Argentina,vaccine,high,9,84,Broad
Argentina,Argentina,vaccine,high,10,86,Broad
Argentina,Argentina,vaccine,high,11,87,Broad
Argentina,Argentina,vaccine,low,1,67,Narrow
Argentina,Argentina,vaccine,low,2,63,Narrow
Argentina,Argentina,vaccine,low,3,63,Narrow
Argentina,Argentina,vaccine,low,4,57,Narrow
Argentina,Argentina,vaccine,low,5,57,Narrow
Argentina,Argentina,vaccine,low,6,57,Narrow
Argentina,Argentina,vaccine,low,7,56,Narrow
Argentina,Argentina,vaccine,low,8,56,Narrow
Argentina,Argentina,vaccine,low,9,61,Narrow
Argentina,Argentina,vaccine,low,10,66,Narrow
Argentina,Argentina,vaccine,low,11,70,Narrow
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Argentina,Argentina,0,0,0,0,Country Belief
Malaysia,Malaysia,vaccine,high,1,91,Broad
Malaysia,Malaysia,vaccine,high,2,91,Broad
Malaysia,Malaysia,vaccine,high,3,91,Broad
Malaysia,Malaysia,vaccine,high,4,89,Broad
Malaysia,Malaysia,vaccine,high,5,87,Broad
Malaysia,Malaysia,vaccine,high,6,86,Broad
Malaysia,Malaysia,vaccine,high,7,85,Broad
Malaysia,Malaysia,vaccine,high,8,86,Broad
Malaysia,Malaysia,vaccine,high,9,87,Broad
Malaysia,Malaysia,vaccine,high,10,89,Broad
Malaysia,Malaysia,vaccine,high,11,93,Broad
Malaysia,Malaysia,vaccine,low,1,72,Narrow
Malaysia,Malaysia,vaccine,low,2,70,Narrow
Malaysia,Malaysia,vaccine,low,3,70,Narrow
Malaysia,Malaysia,vaccine,low,4,68,Narrow
Malaysia,Malaysia,vaccine,low,5,64,Narrow
Malaysia,Malaysia,vaccine,low,6,61,Narrow
Malaysia,Malaysia,vaccine,low,7,57,Narrow
Malaysia,Malaysia,vaccine,low,8,57,Narrow
Malaysia,Malaysia,vaccine,low,9,60,Narrow
Malaysia,Malaysia,vaccine,low,10,66,Narrow
Malaysia,Malaysia,vaccine,low,11,76,Narrow
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
Malaysia,Malaysia,0,0,0,0,Country Belief
